Tenure Months,Monthly Charges,Total Charges,Gender,Senior Citizen,Partner,Dependents,Phone Service,Multiple Lines,Internet Service,Online Security,Online Backup,Device Protection,Tech Support,Streaming TV,Streaming Movies,Contract,Paperless Billing,Payment Method,Actual Churn,Churn Probability,Risk Level,Recommendation
1,77.15,77.15,Female,No,No,No,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,1,0.8248521412875709,Critical,Immediate retention call + 20% discount + Upgrade to yearly contract
1,35.25,35.25,Male,No,No,No,No,No phone service,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),1,0.7418104762463211,High,Offer premium support
4,48.55,201.0,Male,No,Yes,No,No,No phone service,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,1,0.6690236738300347,High,Offer premium support
53,98.4,5149.5,Female,No,Yes,No,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),1,0.5149881241163967,Medium,Send promotional email
59,93.85,5574.75,Male,Yes,Yes,No,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),1,0.5072977447963462,Medium,Send promotional email
46,100.7,4541.2,Male,Yes,Yes,No,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,1,0.46901551563176397,Medium,Send promotional email
14,80.45,1072.0,Female,No,No,No,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,1,0.6518288238314979,High,Offer personalized discount
31,55.25,1715.65,Male,No,No,No,Yes,No,DSL,No,No,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,1,0.12539239061318963,Low,No action required
13,54.45,706.85,Male,No,Yes,No,No,No phone service,DSL,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,1,0.5692306650770143,Medium,Send promotional email
35,75.35,2636.05,Male,No,No,No,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),1,0.3951266736529653,Medium,Send promotional email
2,75.7,189.2,Male,No,No,No,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,1,0.5543569617388946,Medium,Send promotional email
1,74.25,74.25,Male,No,No,No,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,1,0.791288947479854,High,Offer premium support
25,89.7,2187.55,Female,Yes,No,No,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,1,0.6055832214342344,High,Offer personalized discount
16,96.4,1581.2,Female,Yes,No,No,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,1,0.6853680830662724,High,Offer personalized discount
1,69.5,69.5,Male,Yes,No,No,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),1,0.7841846829594975,High,Offer premium support
36,85.25,3132.75,Male,Yes,Yes,No,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),1,0.5138419618489801,Medium,Send promotional email
1,19.4,19.4,Male,No,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,1,0.2606561105831782,Low,No action required
9,83.3,803.3,Female,No,No,No,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,1,0.7505671310186673,High,Offer personalized discount
8,80.1,679.3,Female,No,No,No,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),1,0.6313153205203558,High,Offer personalized discount
45,62.7,2791.5,Male,Yes,No,No,Yes,No,DSL,Yes,No,Yes,No,No,Yes,One year,No,Credit card (automatic),1,0.3284312873364098,Medium,Send promotional email
25,25.3,676.35,Male,No,No,No,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),1,0.19573602744952154,Low,No action required
13,98.15,1230.25,Male,No,No,No,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,No,Mailed check,1,0.5037682741689351,Medium,Send promotional email
46,93.7,4154.8,Male,No,No,No,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,1,0.38039365848567214,Medium,Send promotional email
25,105.95,2655.25,Male,Yes,No,No,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,1,0.606290213221629,High,Offer personalized discount
18,82.0,1425.45,Male,No,No,No,Yes,Yes,DSL,No,No,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),1,0.36758021224688414,Medium,Send promotional email
60,95.75,5742.9,Male,No,Yes,No,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,1,0.5276364370167208,Medium,Send promotional email
30,94.05,2866.45,Male,No,Yes,No,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),1,0.5820585050999744,Medium,Send promotional email
1,54.75,54.75,Female,No,No,No,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,1,0.5903917879086915,Medium,Send promotional email
39,95.65,3759.05,Male,Yes,No,No,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),1,0.5759871789964746,Medium,Send promotional email
1,94.6,94.6,Female,No,No,No,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,1,0.8947677447030284,Critical,Immediate retention call + 20% discount + Upgrade to yearly contract
31,98.9,2911.3,Female,Yes,Yes,No,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,1,0.5526489289907608,Medium,Send promotional email
3,76.05,231.8,Male,Yes,No,No,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,1,0.7581077531100042,High,Offer premium support
1,69.75,69.75,Male,Yes,No,No,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,1,0.837860474761286,Critical,Immediate retention call + 20% discount + Upgrade to yearly contract
7,34.5,279.25,Male,No,Yes,Yes,No,No phone service,DSL,Yes,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,1,0.24214445125688086,Low,No action required
61,105.55,6281.45,Male,No,Yes,No,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,1,0.56359603760549,Medium,Send promotional email
39,30.1,1131.3,Female,No,No,Yes,No,No phone service,DSL,No,No,Yes,No,No,No,Month-to-month,No,Credit card (automatic),1,0.31922072317270106,Medium,Send promotional email
10,70.3,738.2,Male,No,Yes,No,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,1,0.6511397707165207,High,Offer premium support
1,80.2,80.2,Female,No,No,No,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,1,0.7898667907842217,High,Offer personalized discount
67,94.35,6341.45,Female,No,Yes,No,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,Yes,One year,Yes,Credit card (automatic),1,0.3178764129422131,Medium,Send promotional email
6,44.6,260.8,Male,No,Yes,Yes,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),1,0.40528447508569065,Medium,Send promotional email
1,19.6,19.6,Female,No,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,1,0.5122962968985051,Medium,Send promotional email
33,110.45,3655.45,Female,Yes,No,No,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,1,0.5025647752446993,Medium,Send promotional email
2,70.7,140.7,Male,No,No,No,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),1,0.6138260575993221,High,Offer premium support
7,99.25,665.45,Male,Yes,Yes,No,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,1,0.8529394633912846,Critical,Immediate retention call + 20% discount + Upgrade to yearly contract
1,84.8,84.8,Male,No,Yes,No,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,1,0.738468170226227,High,Offer personalized discount
52,105.0,5426.85,Male,No,No,No,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),1,0.37957064873281604,Medium,Send promotional email
22,54.45,1127.35,Male,No,No,No,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,1,0.4107228313667797,Medium,Send promotional email
47,85.3,4045.65,Female,No,Yes,No,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,1,0.4552726679194356,Medium,Send promotional email
33,83.35,2757.85,Female,No,No,No,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,1,0.5802095544284385,Medium,Send promotional email
18,33.5,600.0,Male,No,No,No,No,No phone service,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),1,0.3682185489819627,Medium,Send promotional email
24,90.35,2238.5,Male,No,No,No,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,1,0.5673282200719791,Medium,Send promotional email
1,90.75,90.75,Male,No,Yes,No,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,1,0.8454168764877976,Critical,Immediate retention call + 20% discount + Upgrade to yearly contract
4,89.6,365.65,Female,No,No,No,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,No,Mailed check,1,0.6893095420537069,High,Offer personalized discount
2,49.25,90.35,Male,No,No,No,No,No phone service,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,1,0.818073911644474,Critical,Immediate retention call + 20% discount + Upgrade to yearly contract
1,19.75,19.75,Male,No,No,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,1,0.33820797820625387,Medium,Send promotional email
19,95.15,1789.25,Female,No,No,No,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,1,0.6432041061583732,High,Offer personalized discount
22,101.35,2317.1,Male,No,No,No,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),1,0.596356418972985,Medium,Send promotional email
4,70.05,266.9,Female,No,No,No,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),1,0.6170229619549564,High,Offer premium support
4,74.65,301.4,Male,No,Yes,No,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,1,0.7614781213075698,High,Offer premium support
4,50.4,206.6,Male,No,No,No,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,1,0.46804352223702034,Medium,Send promotional email
7,79.65,604.7,Female,No,No,No,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,1,0.5341869849605405,Medium,Send promotional email
19,79.85,1471.75,Male,Yes,No,No,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,1,0.5772876659355785,Medium,Send promotional email
5,78.75,412.1,Male,No,Yes,No,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,1,0.786175757290176,High,Offer premium support
8,80.45,583.45,Male,Yes,Yes,No,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),1,0.6383312828962163,High,Offer personalized discount
1,50.1,50.1,Female,No,No,No,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,1,0.5676352542852279,Medium,Send promotional email
2,76.4,151.8,Male,No,Yes,No,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,1,0.6706803740698362,High,Offer premium support
3,98.7,293.65,Male,No,No,No,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,1,0.6603451676948018,High,Offer personalized discount
13,100.8,1308.1,Female,Yes,No,No,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,1,0.7313628169863007,High,Offer personalized discount
28,90.1,2598.95,Female,No,Yes,No,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),1,0.265021756181034,Low,No action required
15,51.55,765.5,Male,No,No,No,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,1,0.4367530324914042,Medium,Send promotional email
10,79.25,793.55,Male,Yes,No,No,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,1,0.6508160482279363,High,Offer premium support
5,94.85,462.8,Male,No,No,No,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),1,0.8329055071673588,Critical,Immediate retention call + 20% discount + Upgrade to yearly contract
2,85.7,169.8,Female,No,No,No,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,1,0.826555878329721,Critical,Immediate retention call + 20% discount + Upgrade to yearly contract
1,44.4,44.4,Female,No,No,No,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,1,0.47308508442020725,Medium,Send promotional email
5,89.5,477.7,Male,Yes,No,No,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,1,0.7337393795449555,High,Offer personalized discount
1,86.05,86.05,Male,Yes,Yes,No,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,1,0.8894704500256413,Critical,Immediate retention call + 20% discount + Upgrade to yearly contract
4,44.55,174.3,Male,No,No,No,No,No phone service,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,1,0.6679834936382869,High,Offer premium support
31,35.4,1077.5,Male,No,Yes,Yes,No,No phone service,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),1,0.32042196326591194,Medium,Send promotional email
1,95.65,95.65,Female,No,No,No,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Mailed check,1,0.8099758058632972,Critical,Immediate retention call + 20% discount + Upgrade to yearly contract
1,20.95,20.95,Female,No,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,1,0.4816640809681789,Medium,Send promotional email
10,34.7,329.8,Female,Yes,No,No,No,No phone service,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,1,0.6277666283148589,High,Offer premium support
15,19.75,297.3,Female,No,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),1,0.2801756969956971,Low,No action required
17,92.55,1515.1,Male,No,Yes,No,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,1,0.6745455178712163,High,Offer personalized discount
53,60.05,3229.65,Male,Yes,Yes,No,Yes,Yes,DSL,Yes,No,No,Yes,No,No,One year,Yes,Electronic check,1,0.32435771342484737,Medium,Send promotional email
16,74.3,1178.25,Male,Yes,Yes,No,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),1,0.513405587851625,Medium,Send promotional email
9,85.35,758.6,Male,No,No,No,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,1,0.7479643109174866,High,Offer personalized discount
25,74.3,1863.8,Female,No,No,No,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No,One year,No,Mailed check,1,0.21694992623679338,Low,No action required
4,98.1,396.3,Female,No,No,No,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),1,0.7631166297892966,High,Offer personalized discount
50,109.65,5551.15,Female,No,No,No,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Electronic check,1,0.37533057973964135,Medium,Send promotional email
9,74.55,622.9,Female,Yes,No,No,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,1,0.7031427181148621,High,Offer premium support
3,100.95,329.95,Male,No,No,No,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,1,0.8453380395696025,Critical,Immediate retention call + 20% discount + Upgrade to yearly contract
10,94.9,1048.85,Male,No,No,No,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,1,0.7104133930857743,High,Offer personalized discount
32,104.9,3351.55,Male,Yes,Yes,No,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,1,0.6110385345660587,High,Offer personalized discount
9,24.1,259.8,Male,No,Yes,No,No,No phone service,DSL,No,No,No,No,No,No,One year,No,Bank transfer (automatic),1,0.5459424300418955,Medium,Send promotional email
66,104.05,6890.0,Male,No,Yes,No,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,Yes,Electronic check,1,0.35182427981513115,Medium,Send promotional email
3,88.35,262.05,Male,No,No,No,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Mailed check,1,0.7409534608370721,High,Offer personalized discount
29,94.65,2649.15,Male,No,Yes,No,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),1,0.574754742321861,Medium,Send promotional email
1,74.4,74.4,Male,Yes,Yes,No,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,1,0.8690082246931723,Critical,Immediate retention call + 20% discount + Upgrade to yearly contract
41,79.9,3326.2,Female,No,Yes,Yes,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,No,Credit card (automatic),1,0.278971229124613,Low,No action required
8,69.7,560.85,Male,Yes,No,No,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,1,0.6059726733466553,High,Offer premium support
12,98.1,1060.2,Female,Yes,Yes,No,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,1,0.7992781135377889,High,Offer personalized discount
1,20.5,20.5,Female,No,No,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,1,0.3858940148763452,Medium,Send promotional email
4,99.6,347.65,Female,Yes,Yes,No,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,1,0.7736866304327666,High,Offer personalized discount
1,81.95,81.95,Female,No,No,No,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,1,0.8296116555980284,Critical,Immediate retention call + 20% discount + Upgrade to yearly contract
7,69.35,451.1,Male,No,Yes,No,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,1,0.6388473224104306,High,Offer premium support
6,91.1,455.3,Female,No,No,No,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,1,0.770914009914567,High,Offer personalized discount
14,86.1,1235.55,Male,No,Yes,No,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,1,0.7251639040802452,High,Offer personalized discount
25,94.7,2362.1,Male,No,No,No,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),1,0.5578323374177429,Medium,Send promotional email
22,85.1,1873.7,Male,No,Yes,No,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,1,0.6188512848453493,High,Offer personalized discount
61,99.15,6010.05,Female,No,Yes,No,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,1,0.5205735900382341,Medium,Send promotional email
70,102.95,7101.5,Male,Yes,Yes,No,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,1,0.5391956878569697,Medium,Send promotional email
1,45.05,45.05,Male,No,No,No,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,1,0.5352935738050162,Medium,Send promotional email
1,71.0,71.0,Female,Yes,No,No,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,1,0.7789389472395009,High,Offer premium support
47,70.55,3309.25,Female,Yes,Yes,No,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),1,0.4196306163870652,Medium,Send promotional email
1,79.7,79.7,Female,No,No,No,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,1,0.8440912022735063,Critical,Immediate retention call + 20% discount + Upgrade to yearly contract
22,59.0,1254.7,Male,No,No,No,Yes,Yes,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Electronic check,1,0.36673575782358986,Medium,Send promotional email
48,60.35,2896.4,Female,No,No,No,Yes,No,DSL,Yes,No,Yes,Yes,No,No,One year,Yes,Credit card (automatic),1,0.04073605837931664,Low,No action required
1,69.25,69.25,Female,Yes,Yes,No,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,1,0.8329261423013408,Critical,Immediate retention call + 20% discount + Upgrade to yearly contract
25,70.95,1767.35,Male,No,No,No,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,1,0.3439665793885669,Medium,Send promotional email
20,89.0,1820.45,Male,No,Yes,No,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,1,0.5778066957503024,Medium,Send promotional email
18,99.4,1742.95,Male,No,Yes,No,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,1,0.6790642633221897,High,Offer personalized discount
1,73.5,73.5,Female,No,No,No,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),1,0.7027615209166149,High,Offer premium support
9,95.5,829.1,Male,No,No,No,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,1,0.8237403796813604,Critical,Immediate retention call + 20% discount + Upgrade to yearly contract
28,92.35,2602.9,Female,No,Yes,No,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,1,0.5780319454813881,Medium,Send promotional email
11,74.55,824.75,Male,No,No,No,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,1,0.616094231228675,High,Offer premium support
12,83.8,1029.75,Male,Yes,No,No,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,1,0.6494506101246817,High,Offer personalized discount
53,54.45,2854.55,Male,Yes,No,No,No,No phone service,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,1,0.4680143432012068,Medium,Send promotional email
41,99.8,4259.3,Male,Yes,Yes,No,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,1,0.683628802834463,High,Offer personalized discount
20,105.85,2239.65,Female,No,Yes,No,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),1,0.644204930999429,High,Offer personalized discount
7,75.45,480.75,Female,No,No,No,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,1,0.6061503914091545,High,Offer premium support
7,93.85,635.6,Male,No,No,No,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,1,0.8326380438925844,Critical,Immediate retention call + 20% discount + Upgrade to yearly contract
22,100.75,2095.0,Male,No,No,No,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,1,0.654256918234261,High,Offer personalized discount
3,31.0,95.05,Female,No,Yes,Yes,No,No phone service,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,1,0.2825167861798772,Low,No action required
51,80.0,4242.35,Male,No,No,No,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Credit card (automatic),1,0.3643354464335697,Medium,Send promotional email
5,70.25,331.9,Male,Yes,No,No,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,1,0.6037694111825657,High,Offer premium support
62,100.15,6283.3,Female,No,Yes,No,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,1,0.4727691761539192,Medium,Send promotional email
28,94.5,2659.4,Male,No,No,No,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),1,0.475028157672209,Medium,Send promotional email
10,33.9,298.45,Male,No,No,No,No,No phone service,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,1,0.4471875567239055,Medium,Send promotional email
69,89.95,6143.15,Male,Yes,Yes,No,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,1,0.5204834313260788,Medium,Send promotional email
12,84.45,1059.55,Male,No,No,No,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,1,0.7355390316125292,High,Offer personalized discount
27,79.5,2180.55,Male,No,No,No,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,1,0.5807986272514717,Medium,Send promotional email
1,89.15,89.15,Male,No,Yes,No,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Mailed check,1,0.8185832097342197,Critical,Immediate retention call + 20% discount + Upgrade to yearly contract
14,74.95,1036.75,Male,Yes,No,No,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,1,0.6557152830005931,High,Offer premium support
32,74.4,2276.95,Female,Yes,No,No,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,1,0.4666205536812225,Medium,Send promotional email
3,55.3,196.15,Female,No,No,No,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,1,0.5760785468352979,Medium,Send promotional email
22,55.15,1206.05,Female,No,Yes,Yes,Yes,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,No,Electronic check,1,0.32429063470612673,Medium,Send promotional email
16,84.95,1378.25,Female,No,Yes,No,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,1,0.6929761082795066,High,Offer personalized discount
5,43.25,219.0,Male,No,No,No,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,1,0.47469876143709144,Medium,Send promotional email
23,48.35,1067.15,Male,No,Yes,No,Yes,Yes,DSL,No,No,No,No,No,No,One year,Yes,Credit card (automatic),1,0.32634494711212114,Medium,Send promotional email
1,79.55,79.55,Male,No,No,No,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,1,0.8318155769178661,Critical,Immediate retention call + 20% discount + Upgrade to yearly contract
50,71.05,3444.85,Female,Yes,Yes,No,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,1,0.49593667992608337,Medium,Send promotional email
